Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
5091974799,GFM7130,NY,PAS,06/09/2013,7,SUBN,JEEP,V,0,0,0,0,,0,0,0,,,0115P,,QN,,,EB GRAND CENTRAL PKW,Y SVC RD @ 72ND RD,0,1111,D,T,,,,WH,,2014,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091974751,HBE7755,NY,PAS,06/09/2013,7,SUBN,BMW,V,0,0,0,0,,0,0,0,,,0113P,,BX,,,GRAND CONCOURSE (S/B,) @ E 162 ST,0,1111,D,T,,,,GY,,2004,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091974740,HHB1770,NY,OMS,06/09/2013,7,4DSD,HYUND,V,0,0,0,0,,0,0,0,,,0112P,,QN,,,BEACH CHANNEL DR (W/,B) @ B 140TH ST,0,1111,D,T,,,,RD,,2017,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091974738,GKY2668,NY,PAS,06/09/2013,7,SUBN,HONDA,V,0,0,0,0,,0,0,0,,,0112P,,BK,,,OCEAN PKWY (N/B) @ A,VE W,0,1111,D,T,,,,GY,,2003,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091974714,GGZ8507,NY,PAS,06/09/2013,7,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,0109P,,QN,,,CROSSBAY BLVD (S/B),@ 156TH AVE,0,1111,D,T,,,,GY,,2015,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091974702,R49GDP,NJ,PAS,06/09/2013,7,4 DR,DODGE,V,0,0,0,0,,0,0,0,,,0108P,,MN,,,BROADWAY (S/B) @ SHE,RMAN AVE,0,1111,D,T,,,,PW,,2012,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091974696,HEJ2013,NY,PAS,06/09/2013,7,SUBN,HONDA,V,0,0,0,0,,0,0,0,,,0106P,,BK,,,ATLANTIC AVE (W/B) @,BEDFORD AVE,0,1111,D,T,,,,BK,,2014,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091974623,HFM2121,NY,PAS,06/09/2013,7,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,0101P,,BK,,,ATLANTIC AVE (W/B) @,PENNSYLVANIA AVE,0,1111,D,T,,,,WH,,2014,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091974611,RAY7270,GA,PAS,06/09/2013,7,MP,INFIN,V,0,0,0,0,,0,0,0,,,0101P,,BK,,,ATLANTIC AVE (E/B) @,KINGSTON AVE,0,1111,D,T,,,,GRY,,2013,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091974593,JZK7507,PA,PAS,06/09/2013,7,SW,CHEVR,V,0,0,0,0,,0,0,0,,,0100P,,ST,,,RICHMOND AVE (N/B) @,DRAPER PL,0,1111,D,T,,,,,,2006,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091974570,HFT2445,NY,PAS,06/09/2013,7,4DSD,AUDI,V,0,0,0,0,,0,0,0,,,1259P,,QN,,,QUEENS BLVD (W/B) @,JACOBUS ST,0,1111,D,T,,,,BK,,2008,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091971506,GBN4267,NY,PAS,06/09/2013,7,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,0943A,,QN,,,NORTHERN BLVD (W/B),@ DOUGLASTON PKWY,0,1111,D,T,,,,GY,,2014,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091971490,JYW7820,PA,PAS,06/09/2013,7,SW,LEXUS,V,0,0,0,0,,0,0,0,,,0942A,,QN,,,WB N CONDUIT AVE @ V,AN WYCK EXPWY SB / E,0,1111,D,T,,,,,,2010,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091971488,GGZ4402,NY,PAS,06/09/2013,7,4DSD,BMW,V,0,0,0,0,,0,0,0,,,0942A,,BK,,,JAMAICA AVE (W/B) @,PENNSYLVANIA AVE,0,1111,D,T,,,,BL,,2008,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091971476,GWJ5434,NY,PAS,06/09/2013,7,SUBN,CHRYS,V,0,0,0,0,,0,0,0,,,0941A,,QN,,,HORACE HARDING EXPWY,(E/B) @ OCEANIA ST,0,1111,D,T,,,,BL,,2002,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091971464,T665151C,NY,OMT,06/09/2013,7,4DSD,HONDA,V,0,0,0,0,,0,0,0,,,0940A,,QN,,,QUEENS BLVD (E/B) @,70TH ST,0,1111,D,T,,,,BK,,2015,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091971452,L6334L,CT,OMR,06/09/2013,7,4D,CADIL,V,0,0,0,0,,0,0,0,,,0938A,,QN,,,VAN WYCK EXP SVC RD,(N/B) @ ROCKAWAY BLV,0,1111,D,T,,,,BLK,,2013,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091971439,GRB2585,NY,PAS,06/09/2013,7,4DSD,VOLKS,V,0,0,0,0,,0,0,0,,,0936A,,BK,,,WILLIAMSBURG ST (S/B,) @ FLUSHING AVE,0,1111,D,T,,,,BK,,2013,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091971427,GUU8362,NY,PAS,06/09/2013,7,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,0935A,,BK,,,PENNSYLVANIA AVE (N/,B) @ LINDEN BLVD,0,1111,D,T,,,,RD,,2005,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091971415,GTE8532,NY,PAS,06/09/2013,7,SUBN,JEEP,V,0,0,0,0,,0,0,0,,,0934A,,BX,,,W FORDHAM RD (W/B) @,CEDAR AVE,0,1111,D,T,,,,BK,,2015,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091971403,T638488C,NY,OMT,06/09/2013,7,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,0933A,,BK,,,REMSEN AVE (N/B) @ W,INTHROP ST,0,1111,D,T,,,,GY,,2010,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091971348,JHG6501,PA,PAS,06/09/2013,7,CONV,BMW,V,0,0,0,0,,0,0,0,,,0930A,,BK,,,CROPSEY AVE (W/B) @,21ST AVE,0,1111,D,T,,,,,,2007,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091971336,HBR7927,NY,PAS,06/09/2013,7,SUBN,AUDI,V,0,0,0,0,,0,0,0,,,0929A,,BK,,,FLATBUSH AVE (N/B) @,EASTERN PKWY,0,1111,D,T,,,,WH,,2013,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091971312,HGU8051,NY,PAS,06/09/2013,7,2DSD,CHEVR,V,0,0,0,0,,0,0,0,,,0929A,,BK,,,REMSEN AVE (N/B) @ W,INTHROP ST,0,1111,D,T,,,,BK,,2015,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091971294,33735PC,NY,IRP,06/09/2013,7,FLAT,KENWO,V,0,0,0,0,,0,0,0,,,0928A,,BK,,,CROPSEY AVE (W/B) @,21ST AVE,0,1111,D,T,,,,BK,,2014,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091971282,HCR3222,NY,PAS,06/09/2013,7,SUBN,CADIL,V,0,0,0,0,,0,0,0,,,0927A,,ST,,,ARTHUR KILL RD (W/B),@ RICHMOND AVE,0,1111,D,T,,,,GY,,2011,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091971270,HAE9396,NY,PAS,06/09/2013,7,SUBN,FORD,V,0,0,0,0,,0,0,0,,,0927A,,ST,,,MILFORD DR (E/B) @ C,LOVE RD,0,1111,D,T,,,,BL,,1999,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091971210,GXF4007,NY,PAS,06/09/2013,7,4DSD,BMW,V,0,0,0,0,,0,0,0,,,0921A,,BX,,,GRAND CONCOURSE (N/B,) @ E 162ND ST,0,1111,D,T,,,,BK,,2013,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091971191,GHS7511,NY,PAS,06/09/2013,7,SUBN,FORD,V,0,0,0,0,,0,0,0,,,0921A,,BK,,,JAMAICA AVE (E/B) @,PENNSYLVANIA AVE,0,1111,D,T,,,,BK,,2006,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091971180,HES8449,NY,PAS,06/09/2013,7,4DSD,AUDI,V,0,0,0,0,,0,0,0,,,0920A,,BX,,,CROSS BRONX EXPWY (W,/B) @ ROSEDALE AVE,0,1111,D,T,,,,BL,,2007,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091971178,34053BB,NY,OMR,06/09/2013,7,BUS,STARC,V,0,0,0,0,,0,0,0,,,0920A,,BK,,,CROPSEY AVE (W/B) @,21ST AVE,0,1111,D,T,,,,WH,,2015,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091971142,T682766C,NY,OMT,06/09/2013,7,4DSD,HYUND,V,0,0,0,0,,0,0,0,,,0916A,,BK,,,EASTERN PKWY (W/B) @,HOWARD AVE,0,1111,D,T,,,,BK,,2015,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091971130,GTC7923,NY,PAS,06/09/2013,7,SUBN,JEEP,V,0,0,0,0,,0,0,0,,,0916A,,QN,,,QUEENS BLVD (W/B) @,71ST AVE,0,1111,D,T,,,,BK,,2013,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091971105,T615771C,NY,OMT,06/09/2013,7,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,0915A,,BK,,,OCEAN PKWY (N/B) @ S,HORE PKWY,0,1111,D,T,,,,BK,,2012,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091971099,T460960C,NY,OMT,06/09/2013,7,4DSD,HONDA,V,0,0,0,0,,0,0,0,,,0914A,,BX,,,CROSS BRONX EXPWY (W,/B) @ ROSEDALE AVE,0,1111,D,T,,,,GY,,2012,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091971087,GZM7017,NY,PAS,06/09/2013,7,SUBN,JEEP,V,0,0,0,0,,0,0,0,,,0914A,,BX,,,CROSS BRONX EXPWY (W,/B) @ ROSEDALE AVE,0,1111,D,T,,,,GY,,2015,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091971075,HAE7217,NY,PAS,06/09/2013,7,SUBN,KIA,V,0,0,0,0,,0,0,0,,,0912A,,QN,,,WOODHAVEN BLVD (N/B),@ ROCKAWAY BLVD,0,1111,D,T,,,,GY,,2005,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091971014,NR1429,NJ,PAS,06/09/2013,7,WAGO,BMW,V,0,0,0,0,,0,0,0,,,0908A,,MN,,,BROADWAY (S/B) @ SHE,RMAN AVE,0,1111,D,T,,,,RED,,2012,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091970990,4CG7913,MD,PAS,06/09/2013,7,TK,TOYOT,V,0,0,0,0,,0,0,0,,,0906A,,BK,,,OCEAN PKWY (N/B) @ A,VE W,0,1111,D,T,,,,,,2008,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091970988,LAWY3RUP,NY,SRF,06/09/2013,7,4DSD,BMW,V,0,15510,0,0,,0,0,0,,,0906A,,BK,,,HAMILTON AVE (N/B) @,CLINTON ST,0,1111,D,T,,,,GY,,2015,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091970964,GTR6189,NY,PAS,06/09/2013,7,4DSD,BMW,V,0,0,0,0,,0,0,0,,,0905A,,MN,,,WEST ST (S/B) @ W HO,USTON ST,0,1111,D,T,,,,BL,,2015,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091970940,HAX7229,NY,PAS,06/09/2013,7,SUBN,JEEP,V,0,0,0,0,,0,0,0,,,0902A,,QN,,,NORTHERN BLVD (E/B),@ MARATHON PKWY,0,1111,D,T,,,,GY,,2014,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091979074,GMR4038,NY,PAS,06/09/2013,7,SUBN,CHEVR,V,0,0,0,0,,0,0,0,,,0441P,,QN,,,WB NORTHERN BLVD @ 4,8TH ST,0,1111,D,T,,,,GY,,2010,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091979050,GXV6291,NY,PAS,06/09/2013,7,2DSD,HONDA,V,0,0,0,0,,0,0,0,,,0441P,,QN,,,HORACE HARDING EXPWY,(W/B) @ 159TH ST,0,1111,D,T,,,,GY,,2008,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091979049,GCV9693,NY,PAS,06/09/2013,7,SUBN,HONDA,V,0,0,0,0,,0,0,0,,,0440P,,BK,,,4TH AVE (N/B) @ 18TH,ST,0,1111,D,T,,,,BR,,2013,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091979037,HYE4363,PA,PAS,06/09/2013,7,SW,TOYOT,V,0,0,0,0,,0,0,0,,,0440P,,BK,,,4TH AVE (S/B) @ 60TH,ST,0,1111,D,T,,,,,,2014,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091979025,GEG9376,NY,PAS,06/09/2013,7,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,0440P,,BK,,,TILLARY ST (E/B) @ F,LATBUSH AVE,0,1111,D,T,,,,BK,,2013,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091979013,GZD6160,NY,PAS,06/09/2013,7,SUBN,FORD,V,0,0,0,0,,0,0,0,,,0439P,,QN,,,HORACE HARDING EXPWY,(E/B) @ UTOPIA PKWY,0,1111,D,T,,,,WH,,2008,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091979001,GKY1520,NY,PAS,06/09/2013,7,2DSD,CHEVR,V,0,0,0,0,,0,0,0,,,0439P,,BK,,,JAMAICA AVE (W/B) @,PENNSYLVANIA AVE,0,1111,D,T,,,,GY,,2008,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978999,GVD5539,NY,PAS,06/09/2013,7,SUBN,DODGE,V,0,0,0,0,,0,0,0,,,0438P,,QN,,,ROCKAWAY BLVD (W/B),@ GUY R BREWER BLVD,0,1111,D,T,,,,BK,,0,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978951,GKC4937,NY,PAS,06/09/2013,7,4DSD,HONDA,V,0,0,0,0,,0,0,0,,,0437P,,BK,,,OCEAN PKWY (N/B) @ S,HORE PKWY,0,1111,D,T,,,,WH,,2013,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978926,ZGK5678,PA,PAS,06/09/2013,7,TK,FORD,V,0,0,0,0,,0,0,0,,,0436P,,QN,,,VAN WYCK EXP SVC RD,(N/B) @ ROCKAWAY BLV,0,1111,D,T,,,,,,2009,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978914,HAT7472,NY,PAS,06/09/2013,7,SUBN,NISSA,V,0,0,0,0,,0,0,0,,,0436P,,ST,,,ARTHUR KILL RD (W/B),@ RICHMOND AVE,0,1111,D,T,,,,GY,,2015,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978902,T666850C,NY,OMT,06/09/2013,7,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,0435P,,QN,,,39TH ST (N/B) @ NORT,HERN BLVD,0,1111,D,T,,,,BK,,2015,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978896,HBB3282,NY,PAS,06/09/2013,7,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,0435P,,ST,,,RICHMOND AVE (N/B) @,DRAPER PL,0,1111,D,T,,,,GY,,2004,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978872,HDT3219,NY,PAS,06/09/2013,7,SUBN,NISSA,V,0,0,0,0,,0,0,0,,,0435P,,QN,,,QUEENS BLVD (E/B) @,ASCAN AVE,0,1111,D,T,,,,WH,,2015,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978860,H82W8,NY,SRF,06/09/2013,7,4DSD,AUDI,V,0,0,0,0,,0,0,0,,,0435P,,QN,,,NORTHERN BLVD (E/B),@ DOUGLASTON PKWY,0,1111,D,T,,,,GY,,2012,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978847,GHM8549,NY,PAS,06/09/2013,7,SUBN,HONDA,V,0,0,0,0,,0,0,0,,,0432P,,MN,,,2ND AVE (S/B) @ 26TH,ST,0,1111,D,T,,,,BK,,2013,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978835,JPX5319,PA,PAS,06/09/2013,7,SDN,VOLKS,V,0,0,0,0,,0,0,0,,,0432P,,BK,,,ATLANTIC AVE (W/B) @,NOSTRAND AVE,0,1111,D,T,,,,,,2007,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978823,GPU9363,NY,PAS,06/09/2013,7,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,0432P,,QN,,,HOYT AVE (S/B) @ 31S,T ST,0,1111,D,T,,,,GR,,1996,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978811,TRITZIE,NY,SRF,06/09/2013,7,4DSD,MAZDA,V,0,0,0,0,,0,0,0,,,0432P,,QN,,,ASTORIA BLVD S (E/B),@ 77TH ST,0,1111,D,T,,,,RD,,2013,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978793,HCD5804,NY,PAS,06/09/2013,7,SUBN,LEXUS,V,0,0,0,0,,0,0,0,,,0430P,,QN,,,HORACE HARDING EXPWY,(E/B) @ 173RD ST,0,1111,D,T,,,,BK,,2015,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978781,JWA0139,PA,PAS,06/09/2013,7,SW,NISSA,V,0,0,0,0,,0,0,0,,,0430P,,QN,,,HORACE HARDING EXPWY,(E/B) @ 173RD ST,0,1111,D,T,,,,,,2011,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978756,GUD6684,NY,PAS,06/09/2013,7,2DSD,HONDA,V,0,0,0,0,,0,0,0,,,0430P,,QN,,,QUEENS BLVD (E/B) @,70TH ST,0,1111,D,T,,,,GY,,2011,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978744,36423ME,NY,COM,06/09/2013,7,VAN,FORD,V,0,0,0,0,,0,0,0,,,0430P,,QN,,,QUEENS BLVD (E/B) @,ASCAN AVE,0,1111,D,T,,,,BL,,1999,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978732,HCX9195,NY,PAS,06/09/2013,7,SUBN,NISSA,V,0,0,0,0,,0,0,0,,,0429P,,BK,,,OCEAN PKWY (N/B) @ S,HORE PKWY,0,1111,D,T,,,,RD,,2015,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978720,HCR6825,NY,PAS,06/09/2013,7,SUBN,ACURA,V,0,0,0,0,,0,0,0,,,0429P,,ST,,,FATHER CAPODANNO BLV,D (S/B) @ PARK AND R,0,1111,D,T,,,,GY,,2014,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978707,T660867C,NY,OMT,06/09/2013,7,4DSD,HONDA,V,0,0,0,0,,0,0,0,,,0427P,,QN,,,QUEENS BLVD (E/B) @,39TH ST,0,1111,D,T,,,,BK,,2015,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978677,GGY1287,NY,PAS,06/09/2013,7,SUBN,HONDA,V,0,0,0,0,,0,0,0,,,0426P,,QN,,,ASTORIA BLVD S (E/B),@ 77TH ST,0,1111,D,T,,,,BL,,2007,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978641,GKS8191,NY,PAS,06/09/2013,7,SUBN,NISSA,V,0,0,0,0,,0,0,0,,,0424P,,QN,,,EB QUEENS BLVD @ GRA,ND AVE / BROADWAY,0,1111,D,T,,,,WH,,2015,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978630,GPX2021,NY,PAS,06/09/2013,7,4DSD,CHEVR,V,0,0,0,0,,0,0,0,,,0423P,,BK,,,EASTERN PKWY (E/B) @,UTICA AVE,0,1111,D,T,,,,BR,,2010,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978628,GTJ7107,NY,PAS,06/09/2013,7,SUBN,HONDA,V,0,0,0,0,,0,0,0,,,0423P,,BK,,,MCDONALD AVE (S/B) @,VANDERBILT ST,0,1111,D,T,,,,RD,,2014,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978616,T673525C,NY,OMT,06/09/2013,7,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,0423P,,MN,,,BROADWAY (S/B) @ SHE,RMAN AVE,0,1111,D,T,,,,BK,,2012,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978604,JRZ2146,PA,PAS,06/09/2013,7,CONV,LEXUS,V,0,0,0,0,,0,0,0,,,0422P,,QN,,,WOODHAVEN BLVD (S/B),@ YELLOWSTONE BLVD,0,1111,D,T,,,,,,2010,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978598,GZZ6320,NY,PAS,06/09/2013,7,4DSD,BMW,V,0,0,0,0,,0,0,0,,,0422P,,QN,,,QUEENS BLVD (E/B) @,70TH ST,0,1111,D,T,,,,GY,,2015,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978574,GZT2811,NY,PAS,06/09/2013,7,4DSD,PONTI,V,0,0,0,0,,0,0,0,,,0422P,,BK,,,PENNSYLVANIA AVE (N/,B) @ LINDEN BLVD,0,1111,D,T,,,,BK,,0,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978549,HDZ8178,NY,PAS,06/09/2013,7,SUBN,CHRYS,V,0,0,0,0,,0,0,0,,,0420P,,QN,,,QUEENS BLVD (E/B) @,ASCAN AVE,0,1111,D,T,,,,WH,,2013,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978434,S885SG,NY,PAS,06/09/2013,7,4DSD,HONDA,V,0,0,0,0,,0,0,0,,,0417P,,QN,,,NORTHERN BLVD (E/B),@ DOUGLASTON PKWY,0,1111,D,T,,,,GY,,2006,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978422,GUR1431,NY,PAS,06/09/2013,7,4DSD,HYUND,V,0,0,0,0,,0,0,0,,,0417P,,BK,,,FLATBUSH AVE (N/B) @,EASTERN PKWY,0,1111,D,T,,,,BK,,2008,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978410,GYK9875,NY,PAS,06/09/2013,7,4DSD,HONDA,V,0,0,0,0,,0,0,0,,,0416P,,ST,,,VICTORY BLVD (E/B) @,MORANI ST,0,1111,D,T,,,,BL,,1994,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978409,HEJ8792,NY,PAS,06/09/2013,7,4DSD,HYUND,V,0,0,0,0,,0,0,0,,,0416P,,ST,,,VICTORY BLVD (E/B) @,MORANI ST,0,1111,D,T,,,,WH,,2013,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978392,T2883T,CT,OMT,06/09/2013,7,4D,CHEVR,V,0,0,0,0,,0,0,0,,,0415P,,BX,,,GUN HILL ROAD (W/B),@ EASTCHESTER RD,0,1111,D,T,,,,BLK,,2005,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978380,M26GPX,NJ,PAS,06/09/2013,7,4 DR,HONDA,V,0,0,0,0,,0,0,0,,,0415P,,QN,,,VAN WYCK EXP SVC RD,(N/B) @ ROCKAWAY BLV,0,1111,D,T,,,,GRN,,1995,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978367,GUM7858,NY,PAS,06/09/2013,7,4DSD,CHEVR,V,0,0,0,0,,0,0,0,,,0415P,,BK,,,86TH ST (E/B) @ 7TH,AVE,0,1111,D,T,,,,BK,,2015,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978331,X49FNW,NJ,PAS,06/09/2013,7,4 DR,CHEVR,V,0,0,0,0,,0,0,0,,,0413P,,BK,,,ATLANTIC AVE (W/B) @,KINGSTON AVE,0,1111,D,T,,,,WT,,2013,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978320,GMN6402,NY,PAS,06/09/2013,7,SUBN,FORD,V,0,0,0,0,,0,0,0,,,0412P,,BK,,,4TH AVE (S/B) @ 60TH,ST,0,1111,D,T,,,,WH,,2007,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978318,GAD3806,NY,PAS,06/09/2013,7,4DSD,ME/BE,V,0,0,0,0,,0,0,0,,,0412P,,BK,,,WILLIAMSBURG ST (S/B,) @ FLUSHING AVE,0,1111,D,T,,,,GY,,2008,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978306,GVF8172,NY,PAS,06/09/2013,7,4DSD,BMW,V,0,0,0,0,,0,0,0,,,0412P,,BK,,,WILLIAMSBURG ST (S/B,) @ FLUSHING AVE,0,1111,D,T,,,,GY,,2015,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978288,GKW8757,NY,PAS,06/09/2013,7,2DSD,MINI,V,0,0,0,0,,0,0,0,,,0411P,,QN,,,ASTORIA BLVD (E/B) @,STEINWAY ST,0,1111,D,T,,,,TN,,2007,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978264,4ATPL1,CT,PAS,06/09/2013,7,4D,HONDA,V,0,0,0,0,,0,0,0,,,0408P,,BX,,,CROSS BRONX EXPWY (W,/B) @ ROSEDALE AVE,0,1111,D,T,,,,BLK,,2008,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978252,HEW6304,NY,PAS,06/09/2013,7,4DSD,SUBAR,V,0,0,0,0,,0,0,0,,,0408P,,BK,,,PENNSYLVANIA AVE (S/,B) @ LINDEN BLVD,0,1111,D,T,,,,BK,,2011,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978239,GTE3116,NY,PAS,06/09/2013,7,4DSD,KIA,V,0,0,0,0,,0,0,0,,,0407P,,QN,,,QUEENS BLVD (E/B) @,70TH ST,0,1111,D,T,,,,BL,,2015,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978203,HDU8288,NY,PAS,06/09/2013,7,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,0406P,,QN,,,S CONDUIT AVE (E/B),@ FARMERS BLVD,0,1111,D,T,,,,RD,,2013,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978197,P94EXP,NJ,PAS,06/09/2013,7,4 DR,HONDA,V,0,0,0,0,,0,0,0,,,0405P,,ST,,,SO GANNON AVE (E/B),@ BRADLEY AVE,0,1111,D,T,,,,BK,,1998,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978185,GPT4162,NY,PAS,06/09/2013,7,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,0405P,,QN,,,HORACE HARDING EXPWY,(E/B) @ 173RD ST,0,1111,D,T,,,,GY,,2005,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978173,HDV1358,NY,PAS,06/09/2013,7,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,0404P,,BK,,,LINDEN BLVD (E/B) @,FOUNTAIN AVE,0,1111,D,T,,,,BK,,2004,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978161,GWF8797,NY,PAS,06/09/2013,7,SUBN,JEEP,V,0,0,0,0,,0,0,0,,,0404P,,QN,,,EB UNION TPKE @ WOOD,HAVEN BLVD,0,1111,D,T,,,,GY,,2015,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978150,HGL4060,NY,PAS,06/09/2013,7,SUBN,HONDA,V,0,0,0,0,,0,0,0,,,0404P,,BK,,,KINGS HWY (S/B) @ RE,MSEN AVE,0,1111,D,T,,,,BK,,2015,,0,,FAILURE TO STOP AT RED LIGHT,,,
